description,price,condo_fee,bedrooms,bathrooms,total_area_m2,vacancies,address,link
RIO DE JANEIRO - Casa de Condomínio - VARGEM PEQUENA,715000,400,3,4,140,2,"Rua Professor Sílvio Elia, Vargem Pequena",/imovel/venda-casa-de-condominio-3-quartos-com-piscina-vargem-pequena-zona-oeste-rio-de-janeiro-rj-140m2-id-2633440723/
Apartamento à Venda com 2 Quartos,1500000,1200,2,1,118,1,"Rua Jardim Botânico, Jardim Botânico",/imovel/venda-apartamento-2-quartos-com-academia-jardim-botanico-zona-sul-rio-de-janeiro-rj-118m2-id-2592179272/
Apartamento em Rua do Bispo - Rio Comprido - Rio de Janeiro/RJ,514400,734,2,2,66,1,"Rua do Bispo, Rio Comprido",/imovel/venda-apartamento-2-quartos-com-piscina-rio-comprido-zona-central-rio-de-janeiro-rj-66m2-id-2630338269/
RIO DE JANEIRO - Casa Padrão - Humaitá,2400000,1,5,4,111,3,"Rua Voluntários da Pátria, Humaitá",/imovel/venda-casa-5-quartos-com-churrasqueira-humaita-zona-sul-rio-de-janeiro-rj-111m2-id-2559744928/
"Apartamento com 3 dormitórios à venda, 62 m² por R$ 380.000,00 - Camorim - Rio de Janeiro/RJ",380000,970,3,2,62,1,"Estrada dos Bandeirantes, Camorim",/imovel/venda-apartamento-3-quartos-com-piscina-camorim-zona-oeste-rio-de-janeiro-rj-62m2-id-2639348760/
RIO DE JANEIRO - Apartamento Padrão - Botafogo,1050000,1780,2,2,94,2,"Rua Dona Mariana, Botafogo",/imovel/venda-apartamento-2-quartos-com-elevador-botafogo-zona-sul-rio-de-janeiro-rj-94m2-id-2634954273/
"Apartamento com 3 quartos à venda, 107 m² por R$ 1.290.000 - Edifício Laguna Di Mare - Barra/RJ",1290000,1595,3,1,107,2,"Rua Coronel Aviador Antônio Arthur Braga, Barra da Tijuca",/imovel/venda-apartamento-3-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-107m2-id-2597535686/
Apartamento-À VENDA-Inhaúma-Rio de Janeiro-RJ,220000,741,2,1,50,1,"Caminho do Mateus, Inhaúma",/imovel/venda-apartamento-2-quartos-com-piscina-inhauma-zona-norte-rio-de-janeiro-rj-50m2-id-2628918888/
Casa de condomínio em Estrada do Rio Morto - Vargem Grande - Rio de Janeiro/RJ,549770,780,3,3,110,1,"Estrada do Rio Morto, Vargem Grande",/imovel/venda-casa-de-condominio-3-quartos-com-piscina-vargem-grande-zona-oeste-rio-de-janeiro-rj-110m2-id-2623648813/
Apartamento-À VENDA-Copacabana-Rio de Janeiro-RJ,1550000,1500,2,3,140,1,"Rua Xavier da Silveira, Copacabana",/imovel/venda-apartamento-2-quartos-com-cozinha-copacabana-zona-sul-rio-de-janeiro-rj-140m2-id-2546886415/
Excelente Casa Duplex Bairro São Jorge Aceita Financiamento Bancário e FGTS,650000,0,5,3,213,4,"Rua Águas Belas, Campo Grande",/imovel/venda-casa-5-quartos-com-varanda-campo-grande-zona-oeste-rio-de-janeiro-rj-213m2-id-2580340000/
Apartamento para venda possui 51 metros quadrados com 2 quartos,200000,243,2,1,51,1,"Rua Almirante Isaías de Noronha, Cordovil",/imovel/venda-apartamento-2-quartos-cordovil-zona-norte-rio-de-janeiro-rj-51m2-id-2564564678/
Apartamento em Rua General Azevedo Pimentel - Copacabana - Rio de Janeiro/RJ,469290,460,1,1,40,0,"Rua General Azevedo Pimentel, Copacabana",/imovel/venda-apartamento-1-quarto-com-ar-condicionado-copacabana-zona-sul-rio-de-janeiro-rj-40m2-id-2621728143/
Apartamento em Rua Rogério Karp - Recreio dos Bandeirantes - Rio de Janeiro/RJ,1248780,840,3,5,199,2,"Rua Rogério Karp, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-com-elevador-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-199m2-id-2634184470/
APARTAMENTO - IPANEMA - 03 QUARTOS - 04 VAGAS,2150000,2265,3,3,130,4,"Rua Barão da Torre, Ipanema",/imovel/venda-apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-rj-130m2-id-2572817050/
Apartamento a venda em Rio de Janeiro,550000,950,3,2,107,2,"Rua Comandante Rúbens Silva, Freguesia- Jacarepaguá",/imovel/venda-apartamento-3-quartos-com-piscina-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-107m2-id-2634449784/
Apartamento em Rua Dona Mariana - Botafogo - Rio de Janeiro/RJ,1579810,1400,3,2,91,2,"Rua Dona Mariana, Botafogo",/imovel/venda-apartamento-3-quartos-com-piscina-botafogo-zona-sul-rio-de-janeiro-rj-91m2-id-2629075706/
"Apartamento à venda, 3 quartos, Copacabana - RIO DE JANEIRO/RJ",1270000,1308,3,2,142,0,"Avenida Nossa Senhora de Copacabana, Copacabana",/imovel/venda-apartamento-3-quartos-com-cozinha-copacabana-zona-sul-rio-de-janeiro-rj-142m2-id-2637862104/
Casa de condomínio em Rua Manoel Salgado - Vargem Pequena - Rio de Janeiro/RJ,949390,585,4,5,250,2,"Rua Manoel Salgado, Vargem Pequena",/imovel/venda-casa-de-condominio-4-quartos-com-ar-condicionado-vargem-pequena-zona-oeste-rio-de-janeiro-rj-250m2-id-2631110175/
Solar Belem,760000,0,2,2,55,1,"Rua Pará, Praça da Bandeira",/lancamento/venda-apartamento-3-quartos-praca-da-bandeira-zona-norte-rio-de-janeiro-rj-130m2-id-2530942388/
Illuminatto - 102m,1617525,0,3,2,102,1,"Rua Ministro Raul Fernandes, Botafogo",/lancamento/venda-apartamento-3-quartos-botafogo-zona-sul-rio-de-janeiro-rj-105m2-id-2622769997/
Illuminatto - 130m,2527600,0,4,3,130,2,"Rua Ministro Raul Fernandes, Botafogo",/lancamento/venda-apartamento-4-quartos-botafogo-zona-sul-rio-de-janeiro-rj-136m2-id-2622777422/
Sala Quarto Suíte com Hidromassagem à venda por R$ 550.000 - Laranjeiras - Rio de Janeiro/RJ,550000,867,1,1,69,1,"Rua Belisário Távora, Laranjeiras",/imovel/venda-apartamento-1-quarto-com-ar-condicionado-laranjeiras-zona-sul-rio-de-janeiro-rj-69m2-id-2554151513/
RIO DE JANEIRO - Apartamento Padrão - Barra da Tijuca,770000,1500,2,2,70,1,Barra da Tijuca,/imovel/venda-apartamento-2-quartos-com-elevador-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-70m2-id-2636797258/
"Apartamento à venda, 3 quartos, 2 suítes, 1 vaga, Lagoa - RIO DE JANEIRO/RJ",1690000,1910,3,2,104,1,"Rua Professor Abelardo Lobo, Lagoa",/imovel/venda-apartamento-3-quartos-com-piscina-lagoa-zona-sul-rio-de-janeiro-rj-104m2-id-2638730855/
Casa de 200 metros quadrados no bairro Campo Grande com 2 quartos,850000,100,2,4,200,0,"Estrada do Lameirão Pequeno, Campo Grande",/imovel/venda-casa-de-condominio-2-quartos-mobiliado-campo-grande-zona-oeste-rio-de-janeiro-rj-200m2-id-2446951416/
"Apartamento à venda, 2 quartos, Santo Cristo - RIO DE JANEIRO/RJ",339500,800,2,2,42,0,"Avenida Professor Pereira Reis, Santo Cristo",/imovel/venda-apartamento-2-quartos-com-piscina-santo-cristo-zona-central-rio-de-janeiro-rj-42m2-id-2610860795/
Apartamento em Rua Marquês de Abrantes - Flamengo - Rio de Janeiro/RJ,454010,880,1,1,45,0,"Rua Marquês de Abrantes, Flamengo",/imovel/venda-apartamento-1-quarto-com-elevador-flamengo-zona-sul-rio-de-janeiro-rj-45m2-id-2625389509/
Apartamento em Rua Conde de Rezende - Marechal Hermes - Rio de Janeiro/RJ,294780,1,2,2,70,1,"Rua Conde de Rezende, Marechal Hermes",/imovel/venda-apartamento-2-quartos-marechal-hermes-zona-norte-rio-de-janeiro-rj-70m2-id-2625667491/
"Cobertura com 4 dormitórios à venda, 389 m² por R$ 7.590.000,00 - Copacabana - Rio de Janeiro/RJ",7590000,2270,4,4,389,1,"Avenida Atlântica, Copacabana",/imovel/venda-cobertura-4-quartos-com-piscina-copacabana-zona-sul-rio-de-janeiro-rj-389m2-id-2640255222/
Apt 2 Qts Infra Vaga - Meier,370000,850,2,2,78,1,"Rua Padre Ildefonso Penalba, Cachambi",/imovel/venda-apartamento-2-quartos-com-piscina-cachambi-zona-norte-rio-de-janeiro-rj-78m2-id-2556292962/
Vende-se maravilhoso apartamento de 2 quartos em Laranjeiras - Rio de Janeiro - RJ,1030000,1100,2,2,85,1,"Rua Belisário Távora, Laranjeiras",/imovel/venda-apartamento-2-quartos-laranjeiras-zona-sul-rio-de-janeiro-rj-85m2-id-2632518814/
Casa de condomínio em Rua Abílio Barreto - Guaratiba - Rio de Janeiro/RJ,749440,80,3,3,300,3,"Rua Abílio Barreto, Guaratiba",/imovel/venda-casa-de-condominio-3-quartos-guaratiba-zona-oeste-rio-de-janeiro-rj-300m2-id-2630917656/
"Apartamento para venda possui 134 m² com 3 quartos, na Barra da Tijuca, no Rio de Janeiro",1224000,1,3,1,134,2,"Rua Escritor Rodrigo Melo Franco, Barra da Tijuca",/imovel/venda-apartamento-3-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-134m2-id-2560481454/
Rio de Janeiro - Conjunto Comercial/sala - Tijuca,498000,1670,3,2,52,1,"Rua Conde de Bonfim, Tijuca",/imovel/venda-casa-3-quartos-com-elevador-tijuca-zona-norte-rio-de-janeiro-rj-52m2-id-2635751183/
Apartamento em Rua Joana Angélica - Ipanema - Rio de Janeiro/RJ,2599170,1057,2,2,105,1,"Rua Joana Angélica, Ipanema",/imovel/venda-apartamento-2-quartos-com-ar-condicionado-ipanema-zona-sul-rio-de-janeiro-rj-105m2-id-2628954461/
"VENDO APARTAMENTO FRENTE 55m., FREGUESIA JACAREPAGUA..02 QUARTOS..SOL NASCENTE",220000,599,2,1,55,1,"Rua Cabo Geraldo Calderaro, Freguesia- Jacarepaguá",/imovel/venda-apartamento-2-quartos-com-churrasqueira-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-55m2-id-2630994544/
"Méier | Apartamento 3 quartos, sendo 1 suite",420000,,3,1,86,1,"Rua Maranhão, Méier",/imovel/venda-apartamento-3-quartos-meier-zona-norte-rio-de-janeiro-rj-86m2-id-2596238097/
"Apartamento à Venda - Cachambi, 2 Quartos, 62 m2",240000,670,2,1,62,1,"Rua Álvares Cabral, Cachambi",/imovel/venda-apartamento-2-quartos-com-churrasqueira-cachambi-zona-norte-rio-de-janeiro-rj-62m2-id-2600109775/
VOLUNTÁRIOS DA PÁTRIA - Cobal - Ampla oferta transporte público (ônibus e integração metrô) - Conjug,400000,500,1,1,30,0,"Rua Voluntários da Pátria, Botafogo",/imovel/venda-apartamento-1-quarto-botafogo-zona-sul-rio-de-janeiro-rj-30m2-id-2620432877/
Rua Aquidabã - Excelente Apartamento - 3 Quartos - 81m² - JBM303828,500000,860,3,1,81,1,"Rua Aquidabã, Méier",/imovel/venda-apartamento-3-quartos-com-churrasqueira-meier-zona-norte-rio-de-janeiro-rj-81m2-id-2548721684/
Apartamento em Avenida Braz de Pina - Penha - Rio de Janeiro/RJ,184720,186,2,1,55,0,"Avenida Braz de Pina, Penha",/imovel/venda-apartamento-2-quartos-penha-zona-norte-rio-de-janeiro-rj-55m2-id-2640456021/
"ÓTIMO APARTAMENTO 2 QUARTOS - 45,99M² - VITALE ECO - VARGEM GRANDE - RJ",232000,1,2,1,46,1,"Estrada do Sacarrão, Vargem Grande",/imovel/venda-apartamento-2-quartos-com-piscina-vargem-grande-zona-oeste-rio-de-janeiro-rj-46m2-id-2569392962/
Apartamento 2 quartos- Brás de Pina,130000,30,2,1,45,1,"Rua Carbonita, Braz de Pina",/imovel/venda-apartamento-2-quartos-com-area-de-servico-braz-de-pina-zona-norte-rio-de-janeiro-rj-45m2-id-2598553360/
"Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Vila Isabel - RIO DE JANEIRO/RJ",600000,790,2,2,76,1,"Rua Senador Nabuco, Vila Isabel",/imovel/venda-apartamento-2-quartos-mobiliado-vila-isabel-zona-norte-rio-de-janeiro-rj-76m2-id-2637859045/
Engenho de Dentro - Apartamento - Varandão - Sala - 3 Quartos (1 Suíte) - Vaga na Escritura - elevad,286000,903,3,2,76,1,"Rua Gustavo Riedel, Engenho De Dentro",/imovel/venda-apartamento-3-quartos-com-churrasqueira-engenho-de-dentro-zona-norte-rio-de-janeiro-rj-76m2-id-2569396801/
Riachuelo | Apartamento 2 quartos,330000,855,2,2,76,1,"Avenida Marechal Rondon, Riachuelo",/imovel/venda-apartamento-2-quartos-com-playground-riachuelo-zona-norte-rio-de-janeiro-rj-76m2-id-2629970311/
Apartamento na planta para venda possui 110 m² com 3 quartos (1suíte) - Recreio - RJ,869900,,3,3,110,2,"Avenida Guilherme de Almeida, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-110m2-id-2598961286/
Sol da manhã! Região da Fonte da Saudade!,1700000,1300,3,3,110,1,"Avenida Epitácio Pessoa, Lagoa",/imovel/venda-apartamento-3-quartos-com-jardim-lagoa-zona-sul-rio-de-janeiro-rj-110m2-id-2618228742/
Lopes Enjoy vende Edifício misto com duas lojas e 8 apartamentos.,3300000,0,0,10,2200,0,"Rua Sinimbu, São Cristóvão",/imovel/venda-predio-sao-cristovao-zona-norte-rio-de-janeiro-rj-2200m2-id-2637497767/
Condomínio Saint Barth,3400000,3800,4,6,251,4,"Avenida Flamboyants da Península, Barra da Tijuca",/imovel/venda-apartamento-4-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-251m2-id-55826327/
"Prédio à venda, 500 m² por R$ 3.200.000,00 - Barra da Tijuca - Rio de Janeiro/RJ",3200000,0,0,9,500,5,"Rua Professor Ferreira da Rosa, Barra da Tijuca",/imovel/venda-predio-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-500m2-id-2623857069/
"Apartamento com 3 quartos à venda, 170m² - Leblon - Rio de Janeiro/RJ",4500000,3800,3,3,170,2,"Rua Almirante Pereira Guimarães, Leblon",/imovel/venda-apartamento-3-quartos-com-cozinha-leblon-zona-sul-rio-de-janeiro-rj-170m2-id-2593414839/
Méier - Rua Joaquim Méier - Apartamento Tipo Casa - Vazio - Sala - 3 Quartos - Suíte - Copa-Cozinha,320000,1,3,2,109,0,"Rua Joaquim Meier, Méier",/imovel/venda-apartamento-3-quartos-com-churrasqueira-meier-zona-norte-rio-de-janeiro-rj-109m2-id-2617759523/
Boa oportunidade no bairro do Flamengo.,1490000,1450,3,3,156,1,"Rua Princesa Januaria, Flamengo",/imovel/venda-apartamento-3-quartos-com-academia-flamengo-zona-sul-rio-de-janeiro-rj-156m2-id-2559108773/
"Galpão Industrial para venda com 6.960 m² em Rua do Alho, 1125 – Penha Circular – Rio de Janeiro/RJ",9000000,,0,0,6960,0,"Rua do Alho, Penha Circular",/imovel/venda-galpao-deposito-armazem-penha-circular-zona-norte-rio-de-janeiro-rj-6960m2-id-2563595125/
RIO DE JANEIRO - Casa de Condomínio - VARGEM PEQUENA,715000,400,3,4,140,2,"Rua Professor Sílvio Elia, Vargem Pequena",/imovel/venda-casa-de-condominio-3-quartos-com-piscina-vargem-pequena-zona-oeste-rio-de-janeiro-rj-140m2-id-2633440723/
"Apartamento para Venda em Rio de Janeiro, Botafogo, 3 dormitórios, 1 suíte, 4 banheiros, 1 vaga",2700000,1680,3,4,230,1,"Rua Muniz Barreto, Botafogo",/imovel/venda-apartamento-3-quartos-botafogo-zona-sul-rio-de-janeiro-rj-230m2-id-2574337853/
Apartamento à Venda com 2 Quartos,1500000,1200,2,1,118,1,"Rua Jardim Botânico, Jardim Botânico",/imovel/venda-apartamento-2-quartos-com-academia-jardim-botanico-zona-sul-rio-de-janeiro-rj-118m2-id-2592179272/
"Lançamento de Apartamento na TIJUCA, 3 e 4QTS, Cobertura, Até 2 vagas - Tijuca - Rio de Janeiro - RJ",949000,10,3,1,94,1,"Rua Doutor Aníbal Moreira, Tijuca",/imovel/venda-apartamento-3-quartos-com-piscina-tijuca-zona-norte-rio-de-janeiro-rj-94m2-id-2620697696/
RIO DE JANEIRO - Apartamento Padrão - Botafogo,1050000,1780,2,2,94,2,"Rua Dona Mariana, Botafogo",/imovel/venda-apartamento-2-quartos-com-elevador-botafogo-zona-sul-rio-de-janeiro-rj-94m2-id-2634954273/
"Apartamento com 3 quartos à venda, 107 m² por R$ 1.290.000 - Edifício Laguna Di Mare - Barra/RJ",1290000,1595,3,1,107,2,"Rua Coronel Aviador Antônio Arthur Braga, Barra da Tijuca",/imovel/venda-apartamento-3-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-107m2-id-2597535686/
Apartamento-À VENDA-Inhaúma-Rio de Janeiro-RJ,220000,741,2,1,50,1,"Caminho do Mateus, Inhaúma",/imovel/venda-apartamento-2-quartos-com-piscina-inhauma-zona-norte-rio-de-janeiro-rj-50m2-id-2628918888/
Casa de condomínio em Estrada do Rio Morto - Vargem Grande - Rio de Janeiro/RJ,549770,780,3,3,110,1,"Estrada do Rio Morto, Vargem Grande",/imovel/venda-casa-de-condominio-3-quartos-com-piscina-vargem-grande-zona-oeste-rio-de-janeiro-rj-110m2-id-2623648813/
Apartamento-À VENDA-Copacabana-Rio de Janeiro-RJ,1550000,1500,2,3,140,1,"Rua Xavier da Silveira, Copacabana",/imovel/venda-apartamento-2-quartos-com-cozinha-copacabana-zona-sul-rio-de-janeiro-rj-140m2-id-2546886415/
"Apartamento com 3 dormitórios à venda, 92 m² por R$ 400.000,00 - Freguesia - Jacarepaguá - Rio de Ja",400000,862,3,1,92,1,"Estrada dos Três Rios, Freguesia- Jacarepaguá",/imovel/venda-apartamento-3-quartos-com-piscina-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-92m2-id-2567823903/
Apartamento em Rua General Azevedo Pimentel - Copacabana - Rio de Janeiro/RJ,469290,460,1,1,40,0,"Rua General Azevedo Pimentel, Copacabana",/imovel/venda-apartamento-1-quarto-com-ar-condicionado-copacabana-zona-sul-rio-de-janeiro-rj-40m2-id-2621728143/
"Terreno comercial, plano com RGI no Tingui em Campo Grande",375000,0,0,0,225,0,"Estrada do Tingui, Campo Grande",/imovel/venda-terreno-lote-condominio-campo-grande-zona-oeste-rio-de-janeiro-rj-225m2-id-2613030898/
Apartamento em Rua Rogério Karp - Recreio dos Bandeirantes - Rio de Janeiro/RJ,1248780,840,3,5,199,2,"Rua Rogério Karp, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-com-elevador-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-199m2-id-2634184470/
Apartamento 03 Dorm. em Copacabana - Rio de Janeiro,1600000,1446,3,3,110,1,"Rua Domingos Ferreira, Copacabana",/imovel/venda-apartamento-3-quartos-com-seguranca-interna-copacabana-zona-sul-rio-de-janeiro-rj-110m2-id-2584688022/
APARTAMENTO - IPANEMA - 03 QUARTOS - 04 VAGAS,2150000,2265,3,3,130,4,"Rua Barão da Torre, Ipanema",/imovel/venda-apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-rj-130m2-id-2572817050/
Apartamento a venda em Rio de Janeiro,550000,950,3,2,107,2,"Rua Comandante Rúbens Silva, Freguesia- Jacarepaguá",/imovel/venda-apartamento-3-quartos-com-piscina-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-107m2-id-2634449784/
Apartamento-À VENDA-Humaitá-Rio de Janeiro-RJ,900000,1600,1,1,55,1,"Rua do Humaitá, Humaitá",/imovel/venda-apartamento-1-quarto-mobiliado-humaita-zona-sul-rio-de-janeiro-rj-55m2-id-2622096062/
"Apartamento à venda, 3 quartos, Copacabana - RIO DE JANEIRO/RJ",1270000,1308,3,2,142,0,"Avenida Nossa Senhora de Copacabana, Copacabana",/imovel/venda-apartamento-3-quartos-com-cozinha-copacabana-zona-sul-rio-de-janeiro-rj-142m2-id-2637862104/
Casa de condomínio em Rua Manoel Salgado - Vargem Pequena - Rio de Janeiro/RJ,949390,585,4,5,250,2,"Rua Manoel Salgado, Vargem Pequena",/imovel/venda-casa-de-condominio-4-quartos-com-ar-condicionado-vargem-pequena-zona-oeste-rio-de-janeiro-rj-250m2-id-2631110175/
"Cosme Velho | Casa 5 quartos, sendo 4 suites",1899000,320,5,5,250,2,"Rua Conselheiro Lampreia, Cosme Velho",/imovel/venda-casa-5-quartos-com-piscina-cosme-velho-zona-sul-rio-de-janeiro-rj-250m2-id-81608866/
Apartamento em Rua Guarapes - Praça Seca - Rio de Janeiro/RJ,179640,350,2,1,53,1,"Rua Guarapes, Praça Seca",/imovel/venda-apartamento-2-quartos-com-churrasqueira-praca-seca-zona-oeste-rio-de-janeiro-rj-53m2-id-2628953671/
Casa triplex na Rua Agrolândia,1300000,1280,3,4,165,2,"Rua Agrolândia, Freguesia- Jacarepaguá",/imovel/venda-casa-de-condominio-3-quartos-com-interfone-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-165m2-id-2618950086/
Apartamento-À VENDA-Lins de Vasconcelos-Rio de Janeiro-RJ,295000,562,3,2,77,1,"Rua Lins de Vasconcelos, Lins de Vasconcelos",/imovel/venda-apartamento-3-quartos-com-churrasqueira-lins-de-vasconcelos-zona-norte-rio-de-janeiro-rj-77m2-id-2620221629/
OPORTUNIDADE JARDIM DO ITANHANGÁ,6700000,1800,5,9,750,4,"Rua Engenheiro Pires do Rio, Itanhangá",/imovel/venda-casa-de-condominio-5-quartos-com-piscina-itanhanga-zona-oeste-rio-de-janeiro-rj-750m2-id-2614108447/
Apartamento em Ipanema 4 Quartos 1 Suíte 172 m²,7000000,1458,4,2,172,1,"Avenida Vieira Souto, Ipanema",/imovel/venda-apartamento-4-quartos-com-ar-condicionado-ipanema-zona-sul-rio-de-janeiro-rj-172m2-id-2577300653/
Cobertura para venda possui 145 metros quadrados com 3 quartos,1299000,1250,3,3,150,2,"Rua Servidão D, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-150m2-id-2554733507/
Cobertura-À VENDA-Jardim Botânico-Rio de Janeiro-RJ,890000,600,1,1,61,0,"Rua Jardim Botânico, Jardim Botânico",/imovel/venda-cobertura-1-quarto-com-cozinha-jardim-botanico-zona-sul-rio-de-janeiro-rj-61m2-id-2617266521/
APARTAMENTO - LEBLON - 02 QUARTOS - 01 VAGA,1880000,1300,2,1,94,1,"Rua Timóteo da Costa, Leblon",/imovel/venda-apartamento-2-quartos-com-academia-leblon-zona-sul-rio-de-janeiro-rj-94m2-id-2557826337/
Sobrado histórico em excelente localização 360 m2 no Centro do Rio a Venda / Rio de Janeiro RJ,1050000,,0,0,360,0,"Rua do Senado, Centro",/imovel/venda-predio-centro-zona-central-rio-de-janeiro-rj-360m2-id-2573840752/
Excelente oportunidade em São Conrado,800000,1065,2,2,93,1,"Avenida Niemeyer, São Conrado",/imovel/venda-apartamento-2-quartos-com-ar-condicionado-sao-conrado-zona-sul-rio-de-janeiro-rj-93m2-id-2560467587/
"Apartamento com 4 dormitórios à venda, 270 m² por R$ 1.690.000,00 - Copacabana - Rio de Janeiro/RJ",1690000,3000,4,3,270,1,"Rua Anita Garibaldi, Copacabana",/imovel/venda-apartamento-4-quartos-com-ar-condicionado-copacabana-zona-sul-rio-de-janeiro-rj-270m2-id-2609098208/
Apartamento em Rua Maestro Francisco Braga - Copacabana - Rio de Janeiro/RJ,685800,590,1,1,44,1,"Rua Maestro Francisco Braga, Copacabana",/imovel/venda-apartamento-1-quarto-copacabana-zona-sul-rio-de-janeiro-rj-44m2-id-2630336806/
Apartamento de 2 quartos no Flamengo - Rio de Janeiro - RJ,720000,890,2,2,70,0,"Rua Silveira Martins, Flamengo",/imovel/venda-apartamento-2-quartos-com-elevador-flamengo-zona-sul-rio-de-janeiro-rj-70m2-id-2624915725/
Apartamento em Rua Maestro Francisco Braga - Copacabana - Rio de Janeiro/RJ,794450,1,2,1,70,1,"Rua Maestro Francisco Braga, Copacabana",/imovel/venda-apartamento-2-quartos-com-elevador-copacabana-zona-sul-rio-de-janeiro-rj-70m2-id-2625669638/
"Apartamento com 2 dormitórios à venda, 55 m² por R$ 330.000,00 - São Cristóvão - Rio de Janeiro/RJ",330000,627,2,1,55,1,"Rua Monsenhor Manuel Gomes, São Cristóvão",/imovel/venda-apartamento-2-quartos-sao-cristovao-zona-norte-rio-de-janeiro-rj-55m2-id-2640250245/
