neighborhood,city,description,price,condominio,iptu,area,bedrooms,suite,bathrooms,garage,link
Jardim Sulacap, Rio de Janeiro,"JARDIM SULACAP   Na Av. Alberico Diniz   AMPLO Apartamento com 75,00m2, com uma linda vista para as montanhas, em Prédio Único com 2 Andares, sendo 2 Aptºs por Andar, descrito da seguinte forma: Ampla sala, 2 Amplos Dormitórios, Banheiro Social, Ampla copa Cozinha, Ampla área de serviço e 1 vaga de garagem na escritura.ACEITANDO FINANCIAMENTO BANCÁRIO E FGTS. Documentação oK! (RGI). Vele Apena Conferir! AB DePaula IMOBILIÁRIA   Desde 1997   SEMPRE UM BOM NEGÓCIO. Apto 301 Cod:ABAP20749  Rev.02Jul",0,0,0,75,2,0,1,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-jardim-sulacap-zona-oeste-rio-de-janeiro-rj-75m2-id-2616602399/
Leblon, Rio de Janeiro,"Real UP Vende: Excelente localização, a duas quadras da Praia do Leblon, Posto 12, possui 100 m² , andar alto, indevassado, claro e arejado, excelente planta com várias possibilidades como ampliar a sala e fazer uma cozinha americana. O imóvel é bem distribuído e dividido em sala para 2 ambientes, copa e cozinha ampla com armários, 3 quartos com armários, sendo 1 suíte, banheiro social, copa e cozinha planejada e bem ampla, área de serviço e dependência completa de empregada. 1 vaga de garagem na escrituraPrédio com portaria 24 horas, 2 elevadores, 2 pavimentos de garagem, playground, bicicletário.Mais sobre o Leblon   Não só famoso pela arte, o bairro mais elegante do Rio de Janeiro também é considerado um dos bairros mais seguros e ideal para residir. Conhecido também pelo seu cartão postal: o mar e o Morro Dois Irmãos, conquistou um público diferenciado também no exterior. A beleza natural, juntamente com outros atributos, fazem dessa localização uma das mais cobiçadas da cidade e um dos bairros mais caros do país e do mundo.Ligue e agende sua visita!Atenção: Os preços e taxas podem sofrer alterações sem aviso prévio. As mobílias não estão incluídas, exceto para imóveis que possuem informação específica que são mobiliados. Considerando a rotatividade dos imóveis é possível que existam imóveis no site que já tenham sido vendidos ou alugados.", 2100000,1750,550,100,3,1,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-leblon-zona-sul-rio-de-janeiro-rj-100m2-id-2625690656/
Botafogo, Rio de Janeiro,"Real Up Vende: Ótimo apartamento reformado em andar alto, claro, arejado e com split em todos os ambientes. Sala em dois ambientes com varandão e lavabo, 3 quartos sendo uma suíte todos com armários e um banheiro social. Copa cozinha planejada e área de serviço. Imóvel reformado com materiais de ótima qualidade, todo o piso em porcelanato. 1 vaga de garagem. Edifício moderno com portaria 24h e excelente infraestrutura completa, piscinas, sauna, área de churrasco, Spa, academia, salão de festa, salão de jogos, brinquedoteca e bicicletário.Mais sobre Botafogo   Tem como ponto principal a baía em forma de meia lua e a praia, ambas com o mesmo nome do bairro e vista para o Pão de Açúcar. Fora da orla, os arranha céus cedem espaço para ruas arborizadas com cinemas, bistrôs inovadores e shopping centers, além de refúgios modernos com bares descolados e casas noturnas alternativas. O Museu do Índio, situado em uma casa do século 19 com jardins, exibe artefatos indígenas. Nas proximidades, é possível ter uma vista panorâmica da cidade no alto do Morro Dona Marta.Ligue e agende sua visita!Atenção: Os preços e taxas podem sofrer alterações sem aviso prévio. As mobílias não estão incluídas, exceto para imóveis que possuem informação específica que são mobiliados. Considerando a rotatividade dos imóveis é possível que existam imóveis no site que já tenham sido vendidos ou alugados.", 1379000,1678,4023,102,3,1,3,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-botafogo-zona-sul-rio-de-janeiro-rj-102m2-id-2638542133/
Vila Isabel, Rio de Janeiro,"Vila Isabel, esquina Rua Justiniano da Rocha, próximo Hospital Universitário, diversas opções de comércio próximas, prédio de 2004, ótima sala comercial 37m² com recepção e 2 banheiros, 1 vaga na escritura. O mobiliário das imagens pode permanecer, se de interesse do comprador. O valor do IPTU informado refere se a uma das 10 cotas (2023). Agende uma visita. Veja todas as fotos no site da Lopes Nova Tijuca. Agende uma visita. Preço sujeito à alteração sem aviso prévio, para mais ou para menos. Veja com o corretor o preço de venda atualizado. HL028. Ref. 583831.   Ref.: REO583831", 160000,950,257,37,1,0,2,1,https://www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala-1-quarto-vila-isabel-zona-norte-rio-de-janeiro-rj-37m2-id-2569095134/
Taquara, Rio de Janeiro,"CA0412   Excelente residência para venda na Taquara, são 2 casas (1º e 2º andar). 1ª casa com quintal na frente da casa, sala, 2 quartos, banheiro social e cozinha e área de serviço. 2ª casa com sala em 23 ambientes, cozinha, área de serviço, banheiro social e 2 quartos. Terraço com piso frio e vista para o condomínio. 2 vagas de garagem. **Os valores de condomínio e IPTU podem sofrer alterações sem aviso prévio devido as normas e despesas eventuais de cada condomínio. **", 700000,138,1087,255,4,0,4,2,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-jardim-taquara-zona-oeste-rio-de-janeiro-rj-255m2-id-2638124105/
Lagoa, Rio de Janeiro,"Lagoa, Rua Baronesa de Poconé, área nobre com muita tranquilidade, recanto bucólico e silencioso, localizado no início da rua. Prédio moderno com portaria 24 hrs, CITV, play e salão de festas. Excelente apartamento de frente, modernizado e reformado, pronto para morar. Sala com living, sala de jantar, varanda, lavabo, piso porcelanato, armários planejados com Louceiro. Total de 3 quartos, sendo 1 suíte master com varanda, closet, repleto de armários planejados para roupas e sapatos, com fino acabamento. Quartos com armários planejados e splits. Banheiro social. Cozinha com sala para almoço e café da manhã, planejada com armários de ótimo nível de qualidade, e integrada com a área de serviço. Dependência suíte de empregada, com armários planejados. São 2 vagas de garagem demarcadas na escritura, para sua comodidade. Excelente opção de moradia, pronto para morar, com muita tranquilidade. Agende logo sua visita, não perca esta oportunidade com muito conforto !!", 1980000,2950,7147,137,3,1,3,2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-seguranca-interna-lagoa-zona-sul-rio-de-janeiro-rj-137m2-id-2498677231/
Copacabana, Rio de Janeiro,"Privilégio Imóveis vende: Excelente apartamento de 3 quartos, sendo um quarto aberto para ampliar a sala. Suite com closet. Apartamento claro e arejado com dependências completas. Com vista verde do quarto de casal e da área de serviço. Uma vaga na convenção do condomínio garantida (mediante o pagto de R$224) e mais vagas disponíveis para alugar. Próximo ao metrô e comércio. O valor do imóvel poderá sofrer alteração sem aviso prévio. Fale conosco: .", 1200000,1400,3200,105,2,1,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-copacabana-zona-sul-rio-de-janeiro-rj-105m2-id-2637856336/
Tijuca, Rio de Janeiro,"CA0421   OPORTUNIDADE ÚNICA!! CASA PARA REFORMAR DO SEU JEITO!!Casa para venda em Vila Fechada na Tijuca, próximo ao metrô da Uruguai. Sala ampla, cozinha com saída para área de serviço, banheiro social, 3 quartos sendo 1 suíte. Terraço amplo todo fechado.**Os valores de condomínio e IPTU podem sofrer alterações sem aviso prévio devido as normas e despesas eventuais de cada condomínio. **", 430000,80,75,56,3,1,2,0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-tijuca-zona-norte-rio-de-janeiro-rj-56m2-id-2641369655/
Copacabana, Rio de Janeiro,"Real Up Vende: Excelente apartamento de 52m² com quarto, sala ampla, silenciosa e banheiro com armários próximo a duas quadras da praia, restaurantes, farmácias e supermercados.Mais sobre Copacabana   Famosa pela praia em forma de meia lua, Copacabana é um dos bairros mais animados do Rio. Ela atrai moradores e turistas para atividades ininterruptas nas suas areias e no calçadão desenhado. Entre os arranha céus com vista para a praia, estão o hotel Copacabana Palace em estilo art déco e o exuberante Forte de Copacabana, que abriga um museu militar. Mais para dentro do bairro, cafés descontraídos e bares casuais enchem as ruas sossegadas.Ligue e agende sua visita!Atenção: Os preços e taxas podem sofrer alterações sem aviso prévio. As mobílias não estão incluídas, exceto para imóveis que possuem informação específica que são mobiliados. Considerando a rotatividade dos imóveis é possível que existam imóveis no site que já tenham sido vendidos ou alugados.", 480000,680,1368,52,1,0,1,N/A,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-ar-condicionado-copacabana-zona-sul-rio-de-janeiro-rj-52m2-id-2638775614/
Lagoa, Rio de Janeiro,"Privilégio Imóveis vende: Excelente apartamento, com linda vista para a Lagoa e Pão de Açúcar. Próximo a Lagoa Rodrigo de Feitas e metrô Cantagalo. Finamente reformado, nada a fazer. Sala em 2 ambientes, varanda, 2 quartos, (sendo 1 suíte) e o outro com armário embutido de ótima qualidade, lavabo, copa  cozinha com armários planejados, área de serviço e ótima dependência completa. Ar Split instalado na sala e suíte. Uma vaga de garagem na escritura. Os valores poderão sofrer alteração sem aviso prévio. Fale conosco no WhatsApp:", 1350000,1200,3633,92,2,1,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-ar-condicionado-lagoa-zona-sul-rio-de-janeiro-rj-92m2-id-2637859595/
Leblon, Rio de Janeiro,"(Código: 54531, Rua Sambaíba)   Excelente edifício no início da rua Sambaíba com portaria 24h, playground com salão de festas, sala de ginástica e saunas seca e à vapor. Apartamento em ótimo estado de conservação, todo reformado, inclusive as partes hidraúlica e elétrica, pronto para entrar e morar, composto por sala em dois ambientes com acesso a varanda, dois quartos, sendo uma suíte muito aconchegante com varanda, banheiro social, cozinha com novos armários planejados, área de serviço e dependência completa. Uma vaga de garagem na escritura. Para visualizar todas as ofertas da JTavares, clique no logotipo da empresa ao lado. (Atualizado em )", 1550000,1240,418,83,2,1,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-interfone-leblon-zona-sul-rio-de-janeiro-rj-83m2-id-2594423454/
Tijuca, Rio de Janeiro,"TIJUCA!! Excelente localização próximo ao Largo da Segunda Feira e Metrô, fácil acesso de condução e comércio farto! Prédio bonito, ajardinado e muito bem administrado! Portaria 24h. Apto amplo claro e arejado. Reformado, andar alto, frente com Vista panorâmica. Sala em dois ambientes, parede com espelho seminovo, pintura recente, janelão com vidro fumê e piso em porcelanato, três quartos com armários planejados, lustres e ventilador de teto. Banheiro social lindo, bancada em granito, armário de qualidade e box blindex.Cozinha ampla clara e ventilada, área de serviço espaçosa e dependências completas com armários. 01 vaga na escritura. IPTU quitado! Preço Excepcional!! FB34 Consulte e marque a visita com um de nossos corretores. Cod:TIAP33841  Rev.03Jul", 480000,930,123,80,3,0,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-tijuca-zona-norte-rio-de-janeiro-rj-80m2-id-2580435309/
Botafogo, Rio de Janeiro,"EXCELENTE OPORTUNIDADE!!! CASA CLÁSSICA, LINDA E LOCALIZADA EM UMA RUA BUCÓLICA E MUITO SEGURA. 3 QUARTOS SENDO 1 SUÍTE COM BANHEIRA DE HIDROMASSAGEM, SALA AMPLA E UMA ÁREA DE SERVIÇO ABERTA BEM AREJADA E ILUMINADA. UM TERRAÇO ENORME COM MUITO POTENCIAL. AINDA POSSUIU UMA ESTRUTURA NA PARTE DE CIMA QUE PODE SER USADO COMO QUARTO OU DE DIVERSAS FORMAS. NÃO PERCA ESSA CHANCE, NÃO SE FAZ MAIS CASAS DESSE JEITO. Cod:NBCA40070  Rev.03Jul", 2000000,0,1101,312,4,1,3,N/A,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-cozinha-botafogo-zona-sul-rio-de-janeiro-rj-312m2-id-2608082789/
Centro, Rio de Janeiro,"Venha se tornar um INVESTIDOR do novo Residencial na Presidente Vargas Centro do Rio.Apartamentos Studio , 1 e 2 quartos com Amplo Lazer , no coração da cidade do Rio de Janeiro;.....✅Torre exclusiva.✅370 Unidades.✅Próximo ao VLT.✅Ao lado do Metrô.Saiba mais sobre nossas condições facilitadas, fale comigo:2 1   9 8 8 0 4   3 0 2 7", 289000,300,0,37,1,0,1,0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-centro-zona-central-rio-de-janeiro-rj-37m2-id-2556135042/
Méier, Rio de Janeiro,"Excelente apartamento na Rua Aristides Caire, ótima oportunidade pra quem procura morar no Méier, em um apto com condomínio barato e ISENTO de IPTU.Ótima localização, próximo a Delegacia, Corpo de Bombeiros batalhão de Polícia, Hospital Salgado Filho e Estação de Trem, Farta mobilidade Urbana, lojas e Restaurantes.Apartamento composto por; 2 Quartos + 1 quarto reversível (este pode ser transformado em suíte com closet ou escritório com banheiro), Banheiro social, sala e área de serviço.Apto silencioso e de fundos, arejado e iluminado. Síndico do prédio atuante e realizando inúmeros melhorias. Ponto de Táxi e ESTACIONAMENTO rotativo e mensal na frente do edifício.OPORTUNIDADE ! PREÇO ABAIXO DA MÉDIA ! VAI SAIR RÁPIDO. VISITE !COMPRA   VENDA   AVALIAÇÃO GRATUITAUbiratan BarbosaCorretor de ImóveisCRECI 47987ubimoveis.com.brRua Frederico Méier, 11   Sala 504   MéierRio de Janeiro/RJ   20780 010Facebook e Instagram: @ubimoveis.",0,384,0,60,2,1,2,0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-meier-zona-norte-rio-de-janeiro-rj-60m2-id-2594249780/
Barra da Tijuca, Rio de Janeiro,"AGENDE SUA VISITA .A cobertura duplex está localizado no bairro Barra da Tijuca com 251 metros quadrados com 3 quartos sendo 3 suites e 4 banheirosPossui área de fitness, espaço gourmet, espaço jardinado, parquinho infantil, espaço para festas.Soul Península   RJFachadas 100% revestidas. Vista para a lagoa, o parque e a Pedra da Gávea. Consumo racional de recursos naturais. Medidores individuais de água por apartamento. Dispositivos economizadores de águas nas áreas comuns. Infraestrutura para a coleta seletiva de lixo. Bicicletário.Diferenciais Soul Península   RJÁrea de lazer perfeita para sua família. Muito espaço para as crianças brincarem (ao ar livre e fechado!)O Condomínio Soul é integrado ao melhor parque da Península!Academia interna e externa, sauna, hidro, sala de massagem, salão de jogos adulto, brinquedoteca, área das piscinas.Todos os apartamentos entregues com armários de cozinha*.Localizado no melhor ponto da Península.Medidores individuais de água por apartamento.Fachada 100% revestida.Apartamentos com venezianas integradas.Vagas para visitantes.Uso racional de energia e água.Gás canalizado", 2600000,20,20,251,3,1,4,3,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-251m2-id-2560492763/
Campo Grande, Rio de Janeiro,"Vendo excelente apartamento no Condomínio Supera, com linda e privilegiada vista. Sol da manhã.Total privacidade e tranquilidade pois o apartamento fica no último andar.São 2 quartos, sala, varanda privativa, cozinha, banheiro e área de serviço. O Condomínio Supera apresenta um excelente custo benefício pois lhe oferece vários itens de lazer, segurança e portaria 24h, comodidade e muito próximo de farto comércio e condução por um preço justo e com taxa de condomínio bem conta ($340,00 já incluída água).Aceito financiamento bancário e FGTS. Valor: $180.000,00.Estudo proposta à vista.Agendar visitas pelo telefone ou Whatsapp. Marcos GaldinoCreci 31.590", 180000,340,0,48,2,0,1,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-campo-grande-zona-oeste-rio-de-janeiro-rj-48m2-id-2599441077/
Ipanema, Rio de Janeiro,"Encontrar o imóvel ideal, ficou mais fácil com a parceria L4S e RE/MAX Garden! Oportunidade única! Lindo apartamento de 2 quartos na Lagoa Rodrigo de Freitas. Se você procura um imóvel confortável, espaçoso e bem localizado, este é o apartamento ideal para você!Com seus 2 quartos arejados, sala ampla e iluminada, cozinha equipada e banheiro social, este apartamento é perfeito para quem busca qualidade de vida e praticidade.Localizado em uma das áreas mais nobres do Rio de Janeiro, o bairro da Lagoa Rodrigo de Freitas é conhecido pela beleza natural, com sua lagoa e suas áreas verdes, além de ter perto transporte público. A região é ideal para quem busca conforto e qualidade de vida, além de estar a poucos minutos das praias de Ipanema e Leblon.Não perca a oportunidade de morar em um dos bairros mais charmosos do Rio de Janeiro! Agende agora mesmo uma visita e venha conhecer seu novo lar. Aproveite esta oportunidade e adquira já este lindo apartamento. Ligue agora e agende sua visita!", 979900,1063,357,72,2,0,2,N/A,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-ar-condicionado-ipanema-zona-sul-rio-de-janeiro-rj-72m2-id-2641428764/
